record_id,data_source,respondent_type,location,property_type,bedrooms,bathrooms,furnished_status,parking,security,road_access,amenities_count,monthly_rent_rwf,review_note
SURV-00975,Primary survey,Landlord,Nyarutarama,Apartment,3,2,Unfurnished,Yes,Yes,Average,7,520000,
SURV-01130,Primary survey,Landlord,Nyarutarama,Apartment,3,3,Furnished,No,Yes,Unknown,5,520000,
SURV-02018,Primary survey,Tenant,Nyarutarama,Apartment,3,3,Unknown,Yes,Unknown,Poor,7,520000,
SURV-03474,Primary survey,Real Estate Agent,Nyarutarama,Apartment,3,3,Unfurnished,Yes,Yes,Good,7,520000,
SURV-01303,Primary survey,Tenant,Nyarutarama,Apartment,3,3,Unfurnished,Yes,Yes,Unknown,4,540000,
SURV-01610,Primary survey,Tenant,Nyarutarama,Apartment,2,2,Furnished,Yes,No,Good,3,540000,
SURV-01658,Primary survey,Tenant,Nyarutarama,Apartment,3,2,Unfurnished,Yes,Yes,Good,6,540000,
SURV-01691,Primary survey,Real Estate Agent,Nyarutarama,Apartment,3,2,Unfurnished,Yes,Unknown,Good,5,540000,
SURV-02216,Primary survey,Tenant,Nyarutarama,Apartment,2,2,Semi-Furnished,Yes,Yes,Average,5,540000,
SURV-02593,Primary survey,Real Estate Agent,Nyarutarama,Apartment,3,3,Semi-Furnished,Yes,Yes,Good,6,540000,
SURV-04695,Primary survey,Other,Nyarutarama,Apartment,3,1,Unfurnished,Yes,Yes,Average,7,540000,
SURV-01543,Primary survey,Tenant,Nyarutarama,Apartment,3,3,Furnished,Yes,Yes,Poor,7,560000,
SURV-03037,Primary survey,Tenant,Nyarutarama,Apartment,2,2,Furnished,Yes,Yes,Average,6,560000,
SURV-03059,Primary survey,Tenant,Nyarutarama,Apartment,3,2,Unknown,Unknown,Yes,Average,3,560000,
SURV-03598,Primary survey,Real Estate Agent,Nyarutarama,Apartment,3,1,Furnished,No,No,Poor,4,560000,
SURV-04303,Primary survey,Landlord,Nyarutarama,Apartment,3,2,Furnished,Yes,Yes,Good,5,560000,
SURV-00450,Primary survey,Tenant,Nyarutarama,Apartment,3,2,Furnished,Yes,Yes,Poor,3,580000,
SURV-00700,Primary survey,Tenant,Nyarutarama,Apartment,3,2,Furnished,Yes,Yes,Good,7,580000,
SURV-02850,Primary survey,Tenant,Nyarutarama,Apartment,3,2,Semi-Furnished,Yes,No,Good,7,580000,
SURV-04561,Primary survey,Landlord,Nyarutarama,Apartment,3,3,Semi-Furnished,Yes,Yes,Average,5,580000,
SURV-01122,Primary survey,Landlord,Nyarutarama,Apartment,3,3,Furnished,Yes,Yes,Average,3,620000,
SURV-01515,Primary survey,Tenant,Nyarutarama,Apartment,3,2,Semi-Furnished,No,Yes,Good,4,620000,
SURV-02091,Primary survey,Tenant,Nyarutarama,Apartment,3,1,Furnished,Yes,Yes,Good,3,620000,
SURV-02483,Primary survey,Real Estate Agent,Nyarutarama,Apartment,3,2,Semi-Furnished,Yes,Yes,Average,7,620000,
SURV-03906,Primary survey,Tenant,Nyarutarama,Apartment,3,1,Furnished,Yes,Yes,Good,5,620000,
SURV-03938,Primary survey,Real Estate Agent,Nyarutarama,Apartment,3,3,Unfurnished,Yes,Yes,Poor,6,620000,
SURV-04318,Primary survey,Tenant,Nyarutarama,Apartment,3,3,Semi-Furnished,Yes,No,Poor,7,620000,
SURV-04746,Primary survey,Tenant,Nyarutarama,Apartment,3,3,Semi-Furnished,Yes,Yes,Average,6,620000,
SURV-02064,Primary survey,Tenant,Nyarutarama,Apartment,3,3,Furnished,Yes,Yes,Good,3,640000,
SURV-03963,Primary survey,Real Estate Agent,Nyarutarama,Apartment,3,3,Furnished,No,Yes,Good,6,640000,
SURV-00640,Primary survey,Landlord,Nyarutarama,Apartment,3,2,Unfurnished,Yes,Yes,Average,7,660000,
SURV-03759,Primary survey,Tenant,Nyarutarama,Apartment,3,3,Furnished,Yes,Yes,Good,6,660000,
SURV-03859,Primary survey,Other,Nyarutarama,Apartment,3,3,Unfurnished,Yes,No,Average,4,660000,
SURV-04729,Primary survey,Landlord,Nyarutarama,Apartment,3,3,Unfurnished,Yes,Yes,Good,4,660000,
SURV-01192,Primary survey,Tenant,Nyarutarama,Apartment,3,2,Furnished,Yes,Yes,Good,3,680000,
SURV-03853,Primary survey,Real Estate Agent,Nyarutarama,Apartment,3,2,Semi-Furnished,Yes,Yes,Average,3,680000,
SURV-00963,Primary survey,Tenant,Nyarutarama,Apartment,3,1,Unfurnished,Yes,Yes,Good,4,700000,
SURV-01066,Primary survey,Other,Nyarutarama,Apartment,3,1,Furnished,No,Yes,Poor,5,700000,
SURV-03364,Primary survey,Other,Nyarutarama,Apartment,3,3,Semi-Furnished,Yes,Yes,Good,6,700000,
SURV-03969,Primary survey,Landlord,Nyarutarama,Apartment,3,3,Furnished,Yes,Yes,Good,5,700000,
SURV-04575,Primary survey,Tenant,Nyarutarama,Apartment,3,2,Semi-Furnished,Yes,Yes,Average,5,700000,
SURV-04835,Primary survey,Tenant,Nyarutarama,Apartment,3,3,Semi-Furnished,Yes,Yes,Good,7,700000,
SURV-04854,Primary survey,Tenant,Nyarutarama,Apartment,3,1,Semi-Furnished,Yes,Yes,Good,7,700000,
SURV-02258,Primary survey,Tenant,Nyarutarama,Apartment,3,2,Furnished,Yes,Yes,Average,3,720000,
SURV-05150,Primary survey,Other,Nyarutarama,Apartment,3,1,Unfurnished,Yes,Yes,Good,5,720000,
SURV-03034,Primary survey,Tenant,Nyarutarama,Apartment,3,1,Semi-Furnished,Yes,Yes,Good,6,740000,
SURV-03558,Primary survey,Other,Nyarutarama,Apartment,3,1,Semi-Furnished,Yes,Yes,Good,3,740000,
SURV-05067,Primary survey,Tenant,Nyarutarama,Apartment,3,1,Unfurnished,Unknown,No,Average,4,740000,
SURV-00414,Primary survey,Tenant,Nyarutarama,Apartment,3,2,Furnished,Yes,Yes,Average,7,760000,
SURV-04030,Primary survey,Tenant,Nyarutarama,Apartment,3,3,Unfurnished,Yes,No,Unknown,3,760000,
SURV-04961,Primary survey,Landlord,Nyarutarama,Apartment,3,2,Unfurnished,Yes,Yes,Poor,6,760000,
SURV-03257,Primary survey,Other,Nyarutarama,House,2,1,Unfurnished,No,Yes,Poor,6,300000,
SURV-03636,Primary survey,Tenant,Nyarutarama,House,2,1,Semi-Furnished,Yes,Yes,Good,3,300000,
SURV-04072,Primary survey,Tenant,Nyarutarama,House,2,2,Furnished,Yes,Yes,Good,5,300000,
SURV-04021,Primary survey,Landlord,Nyarutarama,House,2,2,Semi-Furnished,No,Yes,Good,3,320000,
SURV-03217,Primary survey,Tenant,Nyarutarama,House,2,2,Furnished,Yes,Yes,Unknown,6,340000,
SURV-01128,Primary survey,Landlord,Nyarutarama,House,2,1,Unfurnished,Yes,Yes,Poor,5,400000,
SURV-03389,Primary survey,Real Estate Agent,Nyarutarama,House,2,2,Unknown,Yes,Yes,Good,3,420000,
SURV-01283,Primary survey,Tenant,Nyarutarama,House,2,1,Furnished,Yes,Yes,Good,4,440000,
SURV-02106,Primary survey,Tenant,Nyarutarama,House,2,1,Unfurnished,Yes,Yes,Average,5,440000,
SURV-03346,Primary survey,Tenant,Nyarutarama,House,2,1,Unfurnished,No,Yes,Good,7,440000,
SURV-05180,Primary survey,Tenant,Nyarutarama,House,2,2,Furnished,Yes,No,Unknown,4,440000,
SURV-04756,Primary survey,Real Estate Agent,Nyarutarama,House,2,2,Unknown,No,Yes,Good,6,480000,
SURV-00844,Primary survey,Other,Nyarutarama,House,2,2,Furnished,Unknown,Yes,Average,5,500000,
SURV-04834,Primary survey,Tenant,Nyarutarama,House,3,3,Semi-Furnished,Yes,Yes,Unknown,4,550000,
SURV-01238,Primary survey,Other,Nyarutarama,House,2,2,Semi-Furnished,Yes,Yes,Good,4,560000,
SURV-01254,Primary survey,Tenant,Nyarutarama,House,2,2,Semi-Furnished,No,Yes,Good,3,560000,
SURV-01361,Primary survey,Tenant,Nyarutarama,House,3,3,Unfurnished,No,Yes,Good,3,570000,
SURV-02706,Primary survey,Tenant,Nyarutarama,House,3,2,Unfurnished,Yes,Yes,Good,5,570000,
SURV-01832,Primary survey,Landlord,Nyarutarama,House,2,2,Unfurnished,Yes,Yes,Average,4,580000,
SURV-02515,Primary survey,Tenant,Nyarutarama,House,3,3,Unknown,Unknown,Yes,Good,6,590000,
SURV-01272,Primary survey,Real Estate Agent,Nyarutarama,House,2,1,Furnished,Yes,Yes,Good,5,600000,
SURV-03756,Primary survey,Tenant,Nyarutarama,House,2,2,Unfurnished,Yes,No,Good,7,600000,
SURV-01101,Primary survey,Tenant,Nyarutarama,House,3,3,Furnished,Unknown,Yes,Good,7,610000,
SURV-00883,Primary survey,Tenant,Nyarutarama,House,2,2,Furnished,Yes,No,Good,5,620000,
SURV-04624,Primary survey,Landlord,Nyarutarama,House,2,1,Unfurnished,No,Yes,Good,3,680000,
SURV-04743,Primary survey,Landlord,Nyarutarama,House,2,2,Unfurnished,Yes,Yes,Unknown,3,680000,
SURV-03541,Primary survey,Tenant,Nyarutarama,House,3,1,Semi-Furnished,Yes,Yes,Good,7,690000,
SURV-04078,Primary survey,Real Estate Agent,Nyarutarama,House,3,3,Semi-Furnished,Yes,Yes,Good,3,690000,
SURV-03927,Primary survey,Tenant,Nyarutarama,House,2,2,Furnished,No,Yes,Poor,7,700000,
SURV-02825,Primary survey,Tenant,Nyarutarama,House,3,2,Furnished,Yes,No,Good,7,710000,
SURV-03997,Primary survey,Tenant,Nyarutarama,House,3,2,Unfurnished,Unknown,Yes,Unknown,5,730000,
SURV-01010,Primary survey,Tenant,Nyarutarama,House,2,2,Furnished,Yes,Yes,Average,6,740000,
SURV-01895,Primary survey,Tenant,Nyarutarama,House,2,1,Unfurnished,Yes,Yes,Good,7,740000,
SURV-04369,Primary survey,Tenant,Nyarutarama,House,2,2,Unfurnished,Yes,Yes,Good,5,740000,
SURV-02858,Primary survey,Real Estate Agent,Nyarutarama,House,2,2,Unfurnished,No,Yes,Average,7,760000,
SURV-00683,Primary survey,Landlord,Nyarutarama,House,3,3,Unfurnished,Yes,Yes,Good,7,770000,
SURV-01879,Primary survey,Real Estate Agent,Nyarutarama,House,3,3,Furnished,Yes,Yes,Average,5,770000,
SURV-01781,Primary survey,Landlord,Nyarutarama,House,2,2,Unfurnished,Yes,No,Good,5,780000,
SURV-02873,Primary survey,Tenant,Nyarutarama,House,2,2,Semi-Furnished,Unknown,Yes,Good,5,780000,
SURV-04370,Primary survey,Tenant,Nyarutarama,House,3,3,Furnished,Yes,Yes,Good,4,790000,
SURV-03813,Primary survey,Landlord,Nyarutarama,House,2,2,Furnished,Yes,Yes,Poor,7,800000,
SURV-04152,Primary survey,Tenant,Nyarutarama,House,2,2,Unfurnished,Yes,Yes,Average,3,800000,
SURV-04427,Primary survey,Other,Nyarutarama,House,4,4,Furnished,Yes,Yes,Average,6,800000,
SURV-04584,Primary survey,Tenant,Nyarutarama,House,2,2,Semi-Furnished,Yes,Yes,Good,3,800000,
SURV-00857,Primary survey,Tenant,Nyarutarama,House,3,3,Unknown,No,Yes,Good,7,810000,
SURV-02789,Primary survey,Tenant,Nyarutarama,House,3,1,Semi-Furnished,Yes,Yes,Average,3,810000,
SURV-02997,Primary survey,Real Estate Agent,Nyarutarama,House,3,3,Semi-Furnished,Yes,Yes,Average,3,810000,
SURV-01910,Primary survey,Tenant,Nyarutarama,House,4,4,Furnished,Yes,Yes,Good,3,820000,
SURV-04169,Primary survey,Tenant,Nyarutarama,House,4,1,Furnished,Yes,Yes,Poor,4,820000,
SURV-00574,Primary survey,Tenant,Nyarutarama,House,3,3,Semi-Furnished,Yes,No,Poor,7,830000,
SURV-01182,Primary survey,Landlord,Nyarutarama,House,4,2,Semi-Furnished,Unknown,Yes,Unknown,3,840000,
SURV-04299,Primary survey,Tenant,Nyarutarama,House,4,4,Furnished,Yes,Yes,Average,4,840000,
SURV-01579,Primary survey,Tenant,Nyarutarama,House,3,3,Furnished,Yes,Yes,Good,6,870000,
SURV-05184,Primary survey,Tenant,Nyarutarama,House,3,3,Semi-Furnished,Yes,Yes,Good,7,870000,
SURV-00511,Primary survey,Tenant,Nyarutarama,House,4,3,Semi-Furnished,Yes,Yes,Good,6,900000,
SURV-03202,Primary survey,Tenant,Nyarutarama,House,4,1,Semi-Furnished,Yes,Yes,Good,7,900000,
SURV-04164,Primary survey,Tenant,Nyarutarama,House,4,4,Unfurnished,Yes,Yes,Good,7,900000,
SURV-01589,Primary survey,Tenant,Nyarutarama,House,3,3,Unfurnished,Yes,Yes,Average,3,910000,
SURV-02324,Primary survey,Landlord,Nyarutarama,House,4,4,Unfurnished,Yes,Yes,Poor,6,920000,
SURV-02522,Primary survey,Real Estate Agent,Nyarutarama,House,3,3,Unfurnished,Yes,Yes,Good,7,930000,
SURV-03910,Primary survey,Tenant,Nyarutarama,House,3,3,Furnished,Yes,No,Good,5,930000,
SURV-03044,Primary survey,Tenant,Nyarutarama,House,4,1,Unknown,Yes,Unknown,Poor,5,940000,
SURV-00921,Primary survey,Tenant,Nyarutarama,House,4,1,Furnished,Yes,Yes,Good,7,960000,
SURV-03747,Primary survey,Landlord,Nyarutarama,House,3,2,Unfurnished,Yes,No,Average,6,970000,
SURV-01126,Primary survey,Other,Nyarutarama,House,4,4,Unfurnished,Yes,Unknown,Poor,5,1000000,
SURV-01597,Primary survey,Real Estate Agent,Nyarutarama,House,4,4,Furnished,Unknown,Yes,Good,4,1000000,
SURV-03211,Primary survey,Tenant,Nyarutarama,House,4,2,Unfurnished,Yes,Yes,Average,4,1000000,
SURV-02895,Primary survey,Landlord,Nyarutarama,House,4,4,Semi-Furnished,Yes,Yes,Good,3,1040000,
SURV-00684,Primary survey,Tenant,Nyarutarama,House,5,2,Semi-Furnished,No,Yes,Average,7,1050000,
SURV-03428,Primary survey,Tenant,Nyarutarama,House,5,4,Furnished,Unknown,Yes,Good,6,1050000,
SURV-03685,Primary survey,Tenant,Nyarutarama,House,3,3,Furnished,Yes,Yes,Good,7,1050000,
SURV-00479,Primary survey,Tenant,Nyarutarama,House,5,2,Unfurnished,Yes,Yes,Good,5,1070000,
SURV-03128,Primary survey,Tenant,Nyarutarama,House,5,1,Semi-Furnished,Yes,Yes,Good,7,1070000,
SURV-05088,Primary survey,Real Estate Agent,Nyarutarama,House,5,2,Unfurnished,Yes,Yes,Good,3,1070000,
SURV-05170,Primary survey,Tenant,Nyarutarama,House,5,3,Unfurnished,Yes,Yes,Average,4,1070000,
SURV-00462,Primary survey,Tenant,Nyarutarama,House,5,4,Semi-Furnished,Yes,Yes,Good,6,1090000,
SURV-01465,Primary survey,Tenant,Nyarutarama,House,5,2,Furnished,No,Yes,Good,3,1090000,
SURV-02111,Primary survey,Real Estate Agent,Nyarutarama,House,5,2,Unfurnished,Yes,Yes,Average,3,1090000,
SURV-05021,Primary survey,Real Estate Agent,Nyarutarama,House,5,3,Furnished,Yes,Yes,Poor,3,1130000,
SURV-00631,Primary survey,Other,Nyarutarama,House,5,4,Unfurnished,Yes,Yes,Average,6,1170000,
SURV-02266,Primary survey,Landlord,Nyarutarama,House,5,4,Unfurnished,Yes,Yes,Good,5,1170000,
SURV-02511,Primary survey,Real Estate Agent,Nyarutarama,House,5,1,Unfurnished,Yes,Yes,Good,5,1190000,
SURV-01090,Primary survey,Tenant,Nyarutarama,House,4,3,Semi-Furnished,Yes,Yes,Unknown,7,1200000,
SURV-00909,Primary survey,Tenant,Nyarutarama,House,4,3,Unfurnished,No,Yes,Poor,3,1220000,
SURV-04689,Primary survey,Real Estate Agent,Nyarutarama,House,4,1,Semi-Furnished,No,Yes,Good,3,1220000,
SURV-01104,Primary survey,Landlord,Nyarutarama,House,5,4,Furnished,Yes,Yes,Good,4,1230000,
SURV-02414,Primary survey,Tenant,Nyarutarama,House,4,1,Unfurnished,Unknown,Yes,Good,5,1240000,
SURV-00794,Primary survey,Landlord,Nyarutarama,House,5,3,Semi-Furnished,Yes,Yes,Average,3,1250000,
SURV-02078,Primary survey,Tenant,Nyarutarama,House,4,2,Semi-Furnished,No,Yes,Unknown,5,1260000,
SURV-02334,Primary survey,Landlord,Nyarutarama,House,4,2,Semi-Furnished,No,Yes,Good,4,1260000,
SURV-00971,Primary survey,Tenant,Nyarutarama,House,4,1,Unfurnished,Yes,Yes,Good,6,1280000,
SURV-02719,Primary survey,Real Estate Agent,Nyarutarama,House,4,3,Furnished,Yes,Yes,Average,3,1280000,
SURV-01368,Primary survey,Tenant,Nyarutarama,House,6,3,Furnished,Yes,Yes,Good,5,1300000,
SURV-02004,Primary survey,Landlord,Nyarutarama,House,5,2,Unfurnished,Yes,Yes,Good,5,1310000,
SURV-00436,Primary survey,Tenant,Nyarutarama,House,6,4,Unfurnished,Yes,Yes,Average,4,1320000,
SURV-01450,Primary survey,Tenant,Nyarutarama,House,6,4,Furnished,Yes,Yes,Good,7,1320000,
SURV-02407,Primary survey,Tenant,Nyarutarama,House,6,1,Furnished,Yes,Yes,Good,4,1320000,
SURV-02776,Primary survey,Tenant,Nyarutarama,House,5,1,Unfurnished,Yes,Yes,Average,7,1330000,
SURV-03161,Primary survey,Other,Nyarutarama,House,5,2,Furnished,Yes,Yes,Good,5,1330000,
SURV-03878,Primary survey,Tenant,Nyarutarama,House,6,3,Furnished,Yes,Yes,Good,5,1340000,
SURV-05115,Primary survey,Landlord,Nyarutarama,House,6,1,Furnished,Yes,No,Unknown,4,1340000,
SURV-05135,Primary survey,Landlord,Nyarutarama,House,6,2,Unfurnished,Yes,Yes,Average,5,1340000,
SURV-02959,Primary survey,Tenant,Nyarutarama,House,6,3,Unknown,Yes,No,Good,5,1360000,
SURV-04611,Primary survey,Real Estate Agent,Nyarutarama,House,6,3,Unfurnished,Yes,No,Average,3,1360000,
SURV-02415,Primary survey,Tenant,Nyarutarama,House,5,4,Semi-Furnished,No,Yes,Good,3,1370000,
SURV-03589,Primary survey,Tenant,Nyarutarama,House,5,1,Furnished,No,Yes,Good,7,1370000,
SURV-01248,Primary survey,Tenant,Nyarutarama,House,6,3,Furnished,Yes,No,Poor,4,1380000,
SURV-03502,Primary survey,Other,Nyarutarama,House,5,2,Furnished,No,No,Good,6,1410000,
SURV-01073,Primary survey,Tenant,Nyarutarama,House,6,1,Unfurnished,Unknown,Yes,Good,6,1420000,
SURV-02481,Primary survey,Tenant,Nyarutarama,House,5,1,Furnished,Yes,Yes,Average,5,1430000,
SURV-02222,Primary survey,Other,Nyarutarama,House,6,4,Furnished,Yes,Yes,Average,3,1440000,
SURV-03565,Primary survey,Landlord,Nyarutarama,House,6,3,Unfurnished,Yes,Yes,Good,6,1440000,
SURV-04332,Primary survey,Tenant,Nyarutarama,House,6,1,Unfurnished,Yes,Yes,Average,3,1440000,
SURV-00491,Primary survey,Landlord,Nyarutarama,House,5,1,Unfurnished,Yes,Yes,Average,4,1450000,
SURV-02926,Primary survey,Tenant,Nyarutarama,House,5,1,Furnished,Yes,No,Good,4,1450000,
SURV-04541,Primary survey,Tenant,Nyarutarama,House,5,2,Unfurnished,No,Yes,Good,5,1490000,
SURV-00260,Primary survey,Real Estate Agent,Nyarutarama,House,4,4,Unfurnished,Yes,Yes,Good,1,1500000,
SURV-02346,Primary survey,Real Estate Agent,Nyarutarama,House,6,2,Unfurnished,No,Yes,Good,4,1500000,
SURV-03699,Primary survey,Tenant,Nyarutarama,House,5,3,Unfurnished,No,Yes,Average,4,1510000,
SURV-02591,Primary survey,Other,Nyarutarama,House,5,1,Furnished,Yes,Yes,Average,5,1530000,
SURV-03287,Primary survey,Tenant,Nyarutarama,House,5,3,Unfurnished,Yes,Unknown,Good,6,1530000,
SURV-03336,Primary survey,Tenant,Nyarutarama,House,6,2,Unfurnished,Unknown,Yes,Unknown,7,1540000,
SURV-03599,Primary survey,Tenant,Nyarutarama,House,6,3,Semi-Furnished,Yes,No,Average,4,1540000,
SURV-01833,Primary survey,Tenant,Nyarutarama,House,6,1,Unfurnished,Yes,Yes,Average,5,1580000,
SURV-01454,Primary survey,Real Estate Agent,Nyarutarama,House,6,1,Furnished,Yes,Yes,Average,5,1600000,
SURV-02923,Primary survey,Tenant,Nyarutarama,House,6,3,Unfurnished,Yes,No,Average,6,1620000,
SURV-04155,Primary survey,Real Estate Agent,Nyarutarama,House,6,4,Furnished,No,No,Average,3,1620000,
SURV-01118,Primary survey,Tenant,Nyarutarama,House,6,3,Furnished,Yes,Yes,Average,3,1640000,
SURV-03462,Primary survey,Landlord,Nyarutarama,House,6,2,Unfurnished,Yes,No,Good,4,1640000,
SURV-04443,Primary survey,Real Estate Agent,Nyarutarama,House,6,3,Unfurnished,Yes,Yes,Average,6,1720000,
SURV-01559,Primary survey,Tenant,Nyarutarama,House,6,4,Semi-Furnished,Yes,Yes,Good,7,1760000,
SURV-02203,Primary survey,Real Estate Agent,Nyarutarama,House,6,2,Furnished,Yes,Yes,Good,6,1760000,
SURV-04258,Primary survey,Tenant,Nyarutarama,House,6,3,Unfurnished,Yes,Unknown,Average,7,1760000,
SURV-01277,Primary survey,Tenant,Nyarutarama,Single Room,1,1,Unfurnished,Yes,Unknown,Good,5,40000,
SURV-01437,Primary survey,Tenant,Nyarutarama,Single Room,1,1,Semi-Furnished,Yes,Yes,Good,5,40000,
SURV-02037,Primary survey,Tenant,Nyarutarama,Single Room,1,1,Furnished,Yes,Yes,Good,5,40000,
SURV-03118,Primary survey,Landlord,Nyarutarama,Single Room,1,1,Unfurnished,No,Yes,Average,5,40000,
SURV-04306,Primary survey,Real Estate Agent,Nyarutarama,Single Room,1,1,Semi-Furnished,Yes,Yes,Average,5,40000,
SURV-01624,Primary survey,Tenant,Nyarutarama,Single Room,1,1,Unfurnished,Yes,Yes,Average,2,50000,
SURV-02486,Primary survey,Tenant,Nyarutarama,Single Room,1,1,Semi-Furnished,Yes,Yes,Good,1,50000,
SURV-02596,Primary survey,Landlord,Nyarutarama,Single Room,1,1,Furnished,Yes,Yes,Poor,2,50000,
SURV-03702,Primary survey,Landlord,Nyarutarama,Single Room,1,1,Furnished,Yes,Yes,Unknown,3,50000,
SURV-00364,Primary survey,Landlord,Nyarutarama,Single Room,1,1,Furnished,No,Yes,Good,4,60000,
SURV-00641,Primary survey,Tenant,Nyarutarama,Single Room,1,1,Unfurnished,Yes,Yes,Good,3,60000,
SURV-00715,Primary survey,Real Estate Agent,Nyarutarama,Single Room,1,1,Unfurnished,Yes,No,Unknown,5,60000,
SURV-04808,Primary survey,Tenant,Nyarutarama,Single Room,1,1,Furnished,Unknown,No,Good,2,60000,
SURV-00561,Primary survey,Real Estate Agent,Nyarutarama,Single Room,1,1,Furnished,No,Yes,Average,4,70000,
SURV-02684,Primary survey,Real Estate Agent,Nyarutarama,Single Room,1,1,Unfurnished,Yes,Yes,Unknown,3,70000,
SURV-04128,Primary survey,Other,Nyarutarama,Single Room,1,1,Semi-Furnished,Yes,Yes,Average,5,70000,
SURV-04997,Primary survey,Tenant,Nyarutarama,Single Room,1,1,Furnished,Yes,Yes,Average,4,70000,
SURV-04736,Primary survey,Landlord,Nyarutarama,Single Room,1,1,Semi-Furnished,Yes,Yes,Average,1,80000,
SURV-01988,Primary survey,Tenant,Nyarutarama,Single Room,1,1,Furnished,Yes,Yes,Good,4,90000,
SURV-02074,Primary survey,Tenant,Nyarutarama,Single Room,1,1,Furnished,Unknown,Yes,Unknown,4,90000,
SURV-04161,Primary survey,Landlord,Nyarutarama,Single Room,1,1,Unfurnished,Yes,Unknown,Poor,1,90000,
SURV-04499,Primary survey,Real Estate Agent,Nyarutarama,Single Room,1,1,Unfurnished,Yes,No,Average,1,90000,
SURV-01615,Primary survey,Tenant,Nyarutarama,Single Room,1,1,Furnished,Yes,Yes,Average,1,100000,
SURV-02319,Primary survey,Real Estate Agent,Nyarutarama,Single Room,1,1,Furnished,Yes,Yes,Good,2,100000,
SURV-02394,Primary survey,Tenant,Nyarutarama,Single Room,1,1,Unfurnished,Yes,Yes,Average,5,100000,
SURV-02802,Primary survey,Real Estate Agent,Nyarutarama,Single Room,1,1,Furnished,Yes,Yes,Good,5,100000,
SURV-00452,Primary survey,Real Estate Agent,Nyarutarama,Single Room,1,1,Unfurnished,Yes,No,Unknown,2,110000,
SURV-03940,Primary survey,Tenant,Nyarutarama,Single Room,1,1,Semi-Furnished,No,Yes,Good,5,120000,
SURV-05010,Primary survey,Landlord,Nyarutarama,Single Room,1,1,Furnished,Yes,Yes,Good,1,120000,
SURV-00866,Primary survey,Landlord,Nyarutarama,Studio,1,1,Semi-Furnished,Yes,Yes,Good,2,160000,
SURV-04723,Primary survey,Tenant,Nyarutarama,Studio,1,1,Unfurnished,Yes,No,Good,2,160000,
SURV-01645,Primary survey,Tenant,Nyarutarama,Studio,1,1,Furnished,Yes,Yes,Good,4,170000,
SURV-02313,Primary survey,Tenant,Nyarutarama,Studio,1,1,Furnished,Yes,Yes,Good,4,180000,
SURV-02724,Primary survey,Tenant,Nyarutarama,Studio,1,1,Semi-Furnished,Yes,No,Poor,2,180000,
SURV-04857,Primary survey,Tenant,Nyarutarama,Studio,1,1,Unfurnished,Yes,Yes,Average,2,180000,
SURV-00892,Primary survey,Tenant,Nyarutarama,Studio,1,1,Unknown,No,No,Average,1,190000,
SURV-01068,Primary survey,Tenant,Nyarutarama,Studio,1,1,Unfurnished,Yes,Yes,Average,1,190000,
SURV-02667,Primary survey,Real Estate Agent,Nyarutarama,Studio,1,1,Furnished,Yes,Yes,Good,3,190000,
SURV-01044,Primary survey,Real Estate Agent,Nyarutarama,Studio,1,1,Unfurnished,Yes,Yes,Average,5,200000,
SURV-02833,Primary survey,Tenant,Nyarutarama,Studio,1,1,Furnished,Yes,Yes,Good,7,200000,
SURV-03324,Primary survey,Landlord,Nyarutarama,Studio,1,1,Unfurnished,Unknown,Yes,Good,5,200000,
SURV-04945,Primary survey,Real Estate Agent,Nyarutarama,Studio,1,1,Furnished,Unknown,Yes,Average,4,200000,
SURV-02752,Primary survey,Tenant,Nyarutarama,Studio,1,1,Unfurnished,Yes,Yes,Good,4,210000,
SURV-03550,Primary survey,Tenant,Nyarutarama,Studio,1,1,Unfurnished,Yes,Yes,Good,3,210000,
SURV-04924,Primary survey,Real Estate Agent,Nyarutarama,Studio,1,1,Unfurnished,Yes,Yes,Average,5,220000,
SURV-01952,Primary survey,Tenant,Nyarutarama,Studio,1,1,Semi-Furnished,No,Yes,Good,7,230000,
SURV-02583,Primary survey,Tenant,Nyarutarama,Studio,1,1,Unknown,Yes,Yes,Average,3,230000,
SURV-02956,Primary survey,Tenant,Nyarutarama,Studio,1,1,Unfurnished,Yes,No,Good,4,230000,
SURV-01070,Primary survey,Tenant,Nyarutarama,Studio,1,1,Semi-Furnished,Yes,Yes,Good,6,240000,
SURV-02285,Primary survey,Tenant,Nyarutarama,Studio,1,1,Furnished,Yes,No,Average,4,240000,
SURV-03450,Primary survey,Other,Nyarutarama,Studio,1,1,Semi-Furnished,Yes,Yes,Good,3,240000,
SURV-04563,Primary survey,Tenant,Nyarutarama,Studio,1,1,Furnished,Yes,No,Good,3,240000,
SURV-05186,Primary survey,Landlord,Nyarutarama,Studio,1,1,Furnished,Yes,Yes,Average,7,250000,
SURV-03551,Primary survey,Real Estate Agent,Nyarutarama,Studio,1,1,Unfurnished,No,Yes,Good,4,260000,
SURV-04459,Primary survey,Real Estate Agent,Nyarutarama,Studio,1,1,Furnished,Yes,Yes,Average,4,270000,
SURV-05002,Primary survey,Landlord,Nyarutarama,Studio,1,1,Furnished,Yes,Yes,Average,5,270000,
SURV-02198,Primary survey,Landlord,Nyarutarama,Studio,1,1,Furnished,Unknown,No,Good,3,280000,
SURV-03705,Primary survey,Landlord,Nyarutarama,Studio,1,1,Unfurnished,Yes,Yes,Good,6,280000,
